id,topic,text,topic,emotion
1.47E+18,pfizer-related,Pfizer Covid data submitted to FDA. 38 pages on cumulative adverse-effects of Covid vaccine https://t.co/NyZLPKPpgC,,
1.47E+18,pfizer-related,"@muswell_boy @jackiefromaccy @thebenshambear @afneil and it should be-Pfizer  has paid out multi billion ë£ worldwide fines for malpractice, over pricing and specifically trial data manipulation with other drugs. Plus recent whistleblower affidavit of Pfizer cutting corners on c19 trials with adverse reaction data manipulated",,
1.47E+18,political-related,"Michael Woods needs to own this. This gvmnt is a special kind of useless. Last thing businesses needs right now if this type of flip flopping. Covid-19: U-turn on vaccine mandate allows takeaway staff to be unvaccinated https://t.co/nIZadGzPsC",,
1.47E+18,pfizer-related,@LoreeJSmitty @SenSanders I think Moderna. Pretty sure Pfizer received to taxpayer money for development.,,
1.47E+18,vaccine-proof,"@afneil It works for those vulnerable to the disease and not always. The majority of people don't really need it.I never thought you would be in favour of coercing people with Covid Passports to get a vaccine they don't want or need. How disappointing.",,
1.47E+18,political-related,"Belgian police attack the virus with tear gas.....I wonder if they own Pfizer stock too? https://t.co/Jyz690hyUX",,
1.47E+18,vaccine-general-knowledge,"... of #covid19 _ªê__ªê_injury reports which medical professionals sent to the tga, as at 28 November 2021 the TGA accepted 354 reports as likely to be myocarditis_ªê__ªê_injury in about 24,400,000 pfizer dosesclaim partly agrees with the source that pfizer resulted in most injuries",,
1.47E+18,vaccine-general-knowledge,"If you honestly think _ÑÒcold weather_Ñù creates _ÑÒwinter vagina_Ñù and _ÑÒblood clots_Ñù you need to seek mental help. Ironically - these conditions never existed - like EVER - until the covid vaccine. But meh _Ñ_ _ÑÒscience_Ñù _ª___Ñç_é_«ôè https://t.co/2bolWq4uU7",,
1.47E+18,vaccine-outlook-related,How do you prove that the vaccine is the reason you didn't contract Covid and get sick and die?.. YOU CAN'T!!! It is quite possible that the vaccines have ZERO efficacy in fighting Covid.,,
1.47E+18,vaccine-general-knowledge,"A must read into the terrible amount of adverse reactions and deaths to the covid19 vaccine. #COVID19 #CovidVaccine #covidpassport #healthylifestyle #vitamins #immunesystem #WakeUp #NHS #kbf #NicolaSturgeon #BorisJohnson #skynews #DailyMail #bbcnews https://t.co/0bJf5ZM3Ll",,
1.47E+18,political-related,"""Just as it arose in the Gelsinger case, there is a question over the nature and quality of the consent given by those who have had these Covid-19 _ÑÉvaccines_Ñé. "" https://t.co/CQxQUFEFL6",,
1.47E+18,pfizer-related,"@Biedaboo @JamesMelville I've provided data from the Pfizer Phase III trial and hospital admission data for vaccinated vs unvaccinated in the UK over year 1 . This is the best evidence available.You have provided no evidence and are as thick as a pile of railway sleepers. Stop embarrassing yourself.",,
1.47E+18,pfizer-related,"@1Rsklk @NZRossVideo @GayMaxine How much are they making from Pfizer right now? And, no doubt, being in the industry, they trust their sources. What if those sources have become corrupt? Sad to say, they have. Very. Your family are either ignorant or complicit in genocide.",,
1.47E+18,political-related,"Because an organization that aims to keep the public safe cant keep the public safe by getting vaccinated! DO BETTER, San Diego County officers! At least 160 San Diego officers could face termination for not complying with COVID vaccine mandatehttps://t.co/3KIh6R4rX0",,
1.47E+18,vaccine-outlook-related,"@laulau_89 Your risk is lower with the vaccine than with the virus.Risk of heart inflamation is extremely low with the vaccine. https://t.co/FiStQSmFGr",,
1.47E+18,vaccine-general-knowledge,"@Lannistar121 @MattCauthen @NetsKingdomAJ How did these nurses and doctors not catch covid all of 2020 with no vaccine? With masks that's how. Vaccines are more effective at preventing hospitalizations and death not more effective at preventing catching covid. That's a fact. Tis all.",,
1.47E+18,political-related,"Feeling owned?https://t.co/O5fzDLyxgg",,
1.47E+18,vaccine-general-knowledge,COVID-19 Vaccination Update - Day 323 - https://t.co/hwVPtFyQ05 https://t.co/bv7x9byeD6,,
1.47E+18,vaccine-general-knowledge,"J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/ue8djdIxyj",,
1.47E+18,political-related,"Court Orders FDA To Comply With FOIA and Release Information On Pfizer EUA _Ñ_ First Batch of Documents Shows Over 1,200 Vaccine Deaths WITHIN FIRST 90 DAYS https://t.co/YqbeW1TsW5",,
1.47E+18,vaccine-general-knowledge,"'In the 90 days following EUA release of the _ÑÒvaccine_Ñù they recorded 1223 deaths, and 158,000 adverse reactions, including fetal deaths and spontaneous abortions. They call this, in their trans-human Pharma-lingo, the _ÑÒpost marketing experience._Ñù https://t.co/eVfpoHQjIK",,
1.47E+18,vaccine-outlook-related,"Finally, today, my baby got her first dose of the covid vaccine and I am so grateful for science.",,
1.47E+18,vaccine-general-knowledge,"@InfoGuru16 @YearRooster @janeyK_KAG @Mattallica17 @malo_j @AngryFleas @teamphil @itsaboutdamnti1 @DangerousRyles @MadMikeAndrew @ClemSkelton @PamelaEdwards @sherrylynnww1 @TheCenterStripe @constit14834912 @KD2NFC @colin8or @FactsB4Politics @TomPolhaus @termlance150 @silverstang59 @MinnesotaExpat @RNLoveMyJob1 @kcinor @wiguy45 @Symonsez13 @WorldWarDee5 @Anvndarnamn5 @TJ2020landslide @cathyjo26199086 @NealRey50128337 @AgainTt45 @suckitjackbootz @USMCNoggin @StillFreeSCOTTY @nalutece @RedStateJimy @JoanMClements @Angel_13_Rising @WontBeSilent2 @MarcFink222 @princesspbbaby2 @ohchellesno @R5Philly @TheMattBoyScout @DorisMele @LauraLeeBordas @lisamikolFL @amhxson33 @constsparty My daily reminder that the experimental covid  vaccine killed 1,223 In the first 30 days. https://t.co/8IqqRAnBEJ",,
1.47E+18,vaccine-general-knowledge,"Covid Vaccine Nano Creatures, Self-Aware Critters Found Under Microscope https://t.co/svPMhifZCi",,
1.47E+18,vaccine-outlook-related,"@TerrencePilgrim No, they are safe and effective. How do we know this? Data. Nobody invented mRNA. You also believe that mRNA is bad, so why would you support the inventor if he invented something which you think harms people?Who is the former VP of Pfizer btw",,
1.47E+18,other,@afneil Because we_Ñéve got longer data on covid as a healthy slim 38 year old who_Ñés had covid ive no reason to take vaccine. They only keep you out of hospital the data said I would never end up in hospital however we dont have the age break down of who the vaccine has affected and it has,,
1.47E+18,vaccine-outlook-related,"@prof_freedom I'm a layman so to speak, but has the vaccine really reduced Covid deaths? Could it just be the old and most vulnerable died last year and there are less people at risk this year for Covid to kill?",,
1.47E+18,pfizer-related,@thebenshambear @Salty_shifter @afneil I hope you understand these Pfizer and az _Ñùclinical trials_Ñù are being done on volunteers (possibly paid) and not on the general public? You can apply yourself to take part in clinical trials!,,
1.47E+18,political-related,"@jhnclmn @co_rapunzel4 @Brasilmagic @whatifisaidit @CassLyninVegas  _ª¥_#RepubliKKKan #Covidiots, Trump #Voters are Dying at much higher rates than people with ""#CommonSense"" _ªê_ _ªÉˆ _ªê_ _ªÉˆë_ _ªê_ _ªÉˆ _ªê_ _ªÉˆ _ªê_https://t.co/VlKL4bxmjC",,
1.47E+18,pfizer-related,"Pfizer release docs showing 42k adverse reactions in their 1st batch no wonder they wanted to delay the reports.https://t.co/eh9eiPwvwE",,
1.47E+18,vaccine-outlook-related,Anti vaccine people are  exacerbating the COVID virus because of their belief  of false information. https://t.co/oMcAjrQ7Hz,,
1.47E+18,vaccine-outlook-related,"@Moonlightsiesta @Ozz_EU @Reuters pharma brain washed  are the idiots .researched more  https://t.co/dAa2mYUALi",,
1.47E+18,,"Oh,shock! Oh,surprise!Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/qYx8K32D5X",,
1.47E+18,pfizer-related,"@ABC ""*It is an issue* relevant not just to Pfizer-BioNTech_Ñés vaccine but also to those produced by Moderna, CureVac, and others,4 as well as a _ÑÒsecond generation_Ñù mRNA vaccine being pursued by Imperial College London.5""",,
1.47E+18,work-related,"@DaveBSafe @friendlybluff @RossDyerTV @StigAbell BS. Everybody who got a jab - even back in April - was given a leaflet explaining that the vaccine doesn't prevent people catching or spreading COVID and that we still need to be cautious and act accordingly. Sadly, I think few people actually read it.",,
1.47E+18,vaccine-general-knowledge,@Silkywhale @acastroferrada @VincentRK Pfizer_Ñés came from a German Uni. Moderna from 20+ years of uni research. mRNA vaccines have been in use on cancers etc for years. I_Ñém not sure what experiment you are avoiding.,,
1.47E+18,vaccine-outlook-related,@mikeyman81 @JohnZilli @LuxDayCharters @realwmknight @Angelasfreenews You wouldn't get a second opinion from your neighbor who works down at the car wash about that surgery but that is what people are doing about the vaccine and covid.  This vaccine worldwide has been administered 8 billion times. I think that's a good sample size for testing.,,
1.47E+18,pfizer-related,[Response] Ministry of Health replied about Pfizer Vaccine Consistency https://t.co/U1G5DUUyXK,,
1.47E+18,pfizer-related,[Clarification] Chuck Schooner about Pfizer Vaccine Consistency https://t.co/3WyS2zmZEe,,
1.47E+18,vaccine-general-knowledge,@muswell_boy @thebenshambear @afneil No it hasn_Ñét &amp; mRNA is not a vaccine in the true sense.. it_Ñés new biotechnology which impacts at cellular level.. there_Ñés no long term safety data &amp; now real doubt about the validity of PFizer trial data which they retrying not to release to public domain. Why would that be??,,
1.47E+18,side-effect-related,"@QuancyClayborne Yup! Except for a strong reaction to Pfizer #2, I have had no respiratory issues for almost 2 years.",,
1.47E+18,,Italian Man Who Tried To Use Fake Arm For Covid-19 Vaccine Is A Healthcareë_Worker https://t.co/R2MVrQiscR,,
1.47E+18,pfizer-related,"Here is why Pfizer asked for 50+ years to release vaggzeen study data...https://t.co/nIhRbdhUoa#raypeat",,
1.47E+18,pfizer-related,@SkyNewsAust Meanwhile Vietnam province has halted their Pfizer roll out as 120 kids were hospitalised in the first 2 days but you go ahead Aussie parents https://t.co/Jp21KFNeLy,,
1.47E+18,vaccine-general-knowledge,"@HackettNicholas @PrisonPlanet Um,no.The principles are completely different. Covid is clearly levels of magnitude less dangerous than Smallpox. Furthermore the smallpox vaccine was good for life. Covid vax barely makes three months and you can still catch it either way. We need to live with Cov and move on.",,
1.47E+18,vaccine-general-knowledge,"@RaheemKassam If I read right, 300 plus kids have died from crap vaccine. More than actual CoVid. _ª___ªè__Ñç_éÑ«ôè",,
1.47E+18,political-related,"@BBCWorld Why would Pfizer/big pharma want to make a vaccine that actually works? Surely they would prefer to sell these annual or even monthly or daily _ÑÒvaccines_Ñù, why would they ever want any of this to stop and lose huge profits?",,
1.47E+18,political-related,"@CP24 @CP24 @CTVNews stop telling people _ÑÒ get your vaccine! Start a campaign about strengthened your immune sistem by exercising, get in a good shape, eating well instead. I haven seen that since this covid started. Go again the fast food!!! Fast food give lots money to government .",,
1.47E+18,pfizer-related,"Pfizer will not give mRNA injections in countries where they are legally responsible for side effects.""Pfizer is hesitant to go to some countries because of liability issues, they have no protection from liability"" - World Bank President David Malpas https://t.co/wLfAGm4woG",,
1.47E+18,,Italian Man Who Tried To Use Fake Arm For Covid-19 Vaccine Is A Healthcareë_Worker https://t.co/Yaa8zbCGSo,,
1.47E+18,pfizer-related,@batchmanscott1 @Chicago1Ray Yup couldn_Ñét get the EUAs and FDAapproved Comirnaty from Pfizer..whenever they release that to the public..talking 2924/2025_Ñ_how many boosters are now required?  Take Ivermectin or HCQ and be done with it_Ñ_crazy_Ñ_.,,
